,administrative_area_level_1,country,administrative_area_level_2
0,Missouri,United States,Camden County
0,Wallonia,Belgium,Liege
0,New York,United States,Dutchess County
0,Tyrol,Austria,East Tyrol
0,Vermont,United States,Chittenden County
0,Møre og Romsdal,Norway,Stranda Municipality
0,Valais,Switzerland,Visp District
0,Grisons,Switzerland,Plessur District
0,Grisons,Switzerland,Plessur District
0,Bavaria,Germany,Upper Bavaria
0,California,United States,Los Angeles County
0,Bavaria,Germany,Upper Bavaria
0,Colorado,United States,Custer County
0,Colorado,United States,Larimer County
0,Innlandet,Norway,Lesja Municipality
0,Trøndelag,Norway,Trondheim Municipality
0,Agder,Norway,Bykle Municipality
0,Vestland,Norway,Ullensvang
0,Trøndelag,Norway,Grong Municipality
0,Massachusetts,United States,Berkshire County
0,Pennsylvania,United States,Allegheny County
0,New Hampshire,United States,Grafton County
0,Vermont,United States,Windham County
0,Møre og Romsdal,Norway,Sykkylven Municipality
0,New Hampshire,United States,Carroll County
0,New Hampshire,United States,Merrimack County
0,Pennsylvania,United States,Westmoreland County
0,Pennsylvania,United States,Somerset County
0,Jamtland County,Sweden,Härjedalen
0,New Hampshire,United States,Hillsborough County
0,Maine,United States,Kennebec County
0,Vermont,United States,Orange County
0,New Hampshire,United States,Carroll County
0,New Hampshire,United States,Merrimack County
0,Alberta,Canada,Kananaskis
0,Fribourg,Switzerland,Gruyère District
0,Fribourg,Switzerland,Gruyère District
0,Fribourg,Switzerland,Gruyère District
0,Canton of Bern,Switzerland,Obersimmental-Saanen District
0,Lower Saxony,Germany,
0,Bavaria,Germany,Upper Bavaria
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Piedmont,Italy,Province of Cuneo
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Lazio,Italy,Province of Rieti
0,Lombardy,Italy,Province of Sondrio
0,Lombardy,Italy,Province of Sondrio
0,Veneto,Italy,Province of Belluno
0,Friuli-Venezia Giulia,Italy,Province of Udine
0,Veneto,Italy,Province of Belluno
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Abruzzo,Italy,Province of L'Aquila
0,Abruzzo,Italy,Province of L'Aquila
0,Friuli-Venezia Giulia,Italy,Province of Udine
0,Friuli-Venezia Giulia,Italy,Province of Udine
0,Abruzzo,Italy,Province of L'Aquila
0,Wisconsin,United States,Washburn County
0,Utah,United States,Cache County
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Bavaria,Germany,Upper Franconia
0,Bavaria,Germany,Upper Franconia
0,Bavaria,Germany,Upper Franconia
0,Kangwon,North Korea,Pŏptong-kun
0,Styria,Austria,Murau District
0,Ontario,Canada,Simcoe County
0,Utah,United States,Weber County
0,Beijing,China,
0,Uri,Switzerland,Uri
0,Karlovac County,Croatia,Općina Ogulin
0,Idaho,United States,Lemhi County
0,Liaoning,China,
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Neuchâtel,Switzerland,
0,Valais,Switzerland,Saint-Maurice District
0,Hebei,China,
0,Glarus,Switzerland,Glarus
0,Grisons,Switzerland,Albula District
0,Glarus,Switzerland,Glarus
0,Grisons,Switzerland,Albula District
0,Grisons,Switzerland,Viamala
0,Grisons,Switzerland,Viamala
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Veneto,Italy,Province of Belluno
0,Veneto,Italy,Province of Belluno
0,Veneto,Italy,Province of Belluno
0,Veneto,Italy,Province of Belluno
0,Veneto,Italy,Province of Belluno
0,Veneto,Italy,Province of Belluno
0,Veneto,Italy,Province of Belluno
0,Tianjin,China,
0,Occitanie,France,Haute-Garonne
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Veneto,Italy,Province of Vicenza
0,Veneto,Italy,Province of Verona
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Lombardy,Italy,Province of Brescia
0,Lombardy,Italy,Province of Bergamo
0,Lombardy,Italy,Province of Bergamo
0,Lombardy,Italy,Province of Sondrio
0,Veneto,Italy,Province of Vicenza
0,Piedmont,Italy,Province of Cuneo
0,Lombardy,Italy,Province of Brescia
0,Lombardy,Italy,Province of Bergamo
0,Lombardy,Italy,Province of Bergamo
0,Lombardy,Italy,Province of Bergamo
0,Lombardy,Italy,Province of Bergamo
0,Minnesota,United States,Becker County
0,Lombardy,Italy,Province of Bergamo
0,Lombardy,Italy,Province of Lecco
0,Lombardy,Italy,Province of Brescia
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Piedmont,Italy,Province of Vercelli
0,Piedmont,Italy,Province of Biella
0,Piedmont,Italy,Metropolitan City of Turin
0,Piedmont,Italy,Metropolitan City of Turin
0,Piedmont,Italy,Province of Cuneo
0,Piedmont,Italy,Province of Cuneo
0,Piedmont,Italy,Province of Cuneo
0,Piedmont,Italy,Province of Cuneo
0,Emilia-Romagna,Italy,Province of Parma
0,Tuscany,Italy,Province of Massa and Carrara
0,Emilia-Romagna,Italy,Province of Reggio Emilia
0,Emilia-Romagna,Italy,Province of Reggio Emilia
0,Emilia-Romagna,Italy,Province of Modena
0,Emilia-Romagna,Italy,Metropolitan City of Bologna
0,Emilia-Romagna,Italy,Province of Rimini
0,Marche,Italy,Province of Pesaro and Urbino
0,Marche,Italy,Province of Macerata
0,Abruzzo,Italy,Province of Pescara
0,Abruzzo,Italy,Province of L'Aquila
0,Campania,Italy,Province of Avellino
0,Emilia-Romagna,Italy,Province of Parma
0,Umbria,Italy,Province of Perugia
0,Marche,Italy,Province of Pesaro and Urbino
0,Abruzzo,Italy,Province of Teramo
0,Marche,Italy,Province of Macerata
0,Marche,Italy,Province of Macerata
0,Marche,Italy,Province of Macerata
0,Piedmont,Italy,Province of Cuneo
0,Emilia-Romagna,Italy,Province of Modena
0,Basilicata,Italy,Province of Potenza
0,Basilicata,Italy,Province of Potenza
0,Basilicata,Italy,Province of Potenza
0,Basilicata,Italy,Province of Potenza
0,Calabria,Italy,Province of Cosenza
0,Calabria,Italy,Province of Cosenza
0,Calabria,Italy,Province of Crotone
0,Calabria,Italy,Metropolitan City of Reggio Calabria
0,Calabria,Italy,Province of Cosenza
0,Sicily,Italy,Metropolitan City of Palermo
0,Veneto,Italy,Province of Belluno
0,Lazio,Italy,Province of Frosinone
0,Piedmont,Italy,Province of Cuneo
0,Lazio,Italy,Province of Frosinone
0,Abruzzo,Italy,Province of L'Aquila
0,Molise,Italy,Province of Isernia
0,Lazio,Italy,Province of Rieti
0,Piedmont,Italy,Province of Biella
0,Lazio,Italy,Province of Rieti
0,Abruzzo,Italy,Province of Teramo
0,Lazio,Italy,Metropolitan City of Rome
0,Emilia-Romagna,Italy,Province of Forlì-Cesena
0,Abruzzo,Italy,Province of L'Aquila
0,Maine,United States,Aroostook County
0,Tyrol,Austria,Reutte District
0,Auvergne-Rhône-Alpes,France,Ardèche
0,Auvergne-Rhône-Alpes,France,Isere
0,Auvergne-Rhône-Alpes,France,Isere
0,Colorado,United States,Pitkin County
0,Tyrol,Austria,Landeck District
0,Agder,Norway,Åseral Municipality
0,Ontario,Canada,Thunder Bay District
0,Michigan,United States,Leelanau County
0,Baden-Württemberg,Germany,Freiburg
0,Bavaria,Germany,Swabia
0,Baden-Württemberg,Germany,Freiburg
0,Baden-Württemberg,Germany,Freiburg
0,Baden-Württemberg,Germany,Freiburg
0,Baden-Württemberg,Germany,Freiburg
0,Krasnoyarsk Krai,Russia,Beryozovsky District
0,Rhode Island,United States,Kent County
0,California,United States,San Bernardino County
0,Michigan,United States,Lenawee County
0,Ohio,United States,Greene County
0,Massachusetts,United States,Worcester County
0,England,United Kingdom,South Yorkshire
0,Valais,Switzerland,Visp District
0,Valais,Switzerland,Leuk District
0,Provence-Alpes-Côte d'Azur,France,Alpes-Maritimes
0,Pennsylvania,United States,Carbon County
0,Wisconsin,United States,St. Croix County
0,Massachusetts,United States,Middlesex County
0,Wisconsin,United States,St. Croix County
0,Vermont,United States,Windham County
0,New Hampshire,United States,Grafton County
0,Wisconsin,United States,Adams County
0,Michigan,United States,Otsego County
0,Michigan,United States,Antrim County
0,Michigan,United States,Leelanau County
0,Kocaeli,Türkiye,Kartepe
0,Quebec,Canada,Capitale-Nationale
0,New Jersey,United States,Camden County
0,Colorado,United States,Clear Creek County
0,Michigan,United States,Berrien County
0,British Columbia,Canada,Okanagan-Similkameen
0,Illinois,United States,Lake County
0,Idaho,United States,Butte County
0,Castile and León,Spain,León
0,Michigan,United States,Wayne County
0,New Mexico,United States,Lincoln County
0,Asturias,Spain,Asturias
0,Indiana,United States,Brown County
0,Bolu,Türkiye,Seben
0,Baden-Württemberg,Germany,Freiburg
0,Catalonia,Spain,Lleida
0,Catalonia,Spain,Lleida
0,Catalonia,Spain,Lleida
0,Wisconsin,United States,Walworth County
0,New York,United States,Sullivan County
0,California,United States,Shasta County
0,Corsica,France,Haute-Corse
0,Indiana,United States,Brown County
0,Utah,United States,San Juan County
0,Pennsylvania,United States,Schuylkill County
0,Colorado,United States,Jefferson County
0,North Dakota,United States,Benson County
0,California,United States,El Dorado County
0,Massachusetts,United States,Essex County
0,Wisconsin,United States,Iowa County
0,Wisconsin,United States,Walworth County
0,Minnesota,United States,Todd County
0,Wisconsin,United States,Oconto County
0,Massachusetts,United States,Essex County
0,Wyoming,United States,Uinta County
0,England,United Kingdom,Derbyshire
0,Indiana,United States,Clark County
0,New York,United States,Genesee County
0,New York,United States,Saratoga County
0,Vermont,United States,Windsor County
0,New York,United States,Wyoming County
0,Arizona,United States,Apache County
0,Iowa,United States,Humboldt County
0,Manitoba,Canada,
0,Colorado,United States,Las Animas County
0,New York,United States,Cattaraugus County
0,Michigan,United States,Charlevoix County
0,Vermont,United States,Windsor County
0,New York,United States,Schenectady County
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Minnesota,United States,Aitkin County
0,Minnesota,United States,Ramsey County
0,Minnesota,United States,Ramsey County
0,Massachusetts,United States,Middlesex County
0,Quebec,Canada,Mauricie
0,Chüy Region,Kyrgyzstan,
0,Bavaria,Germany,Swabia
0,Colorado,United States,Teller County
0,Wisconsin,United States,Calumet County
0,England,United Kingdom,Milton Keynes
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Mendoza Province,Argentina,Tunuyán Department
0,Río Negro,Argentina,Bariloche Department
0,Chubut Province,Argentina,Futaleufú Department
0,England,United Kingdom,West Yorkshire
0,New York,United States,Essex County
0,Chüy Region,Kyrgyzstan,Ysyk-Ata
0,Colorado,United States,Park County
0,Bavaria,Germany,Swabia
0,New York,United States,Onondaga County
0,New Hampshire,United States,Merrimack County
0,New York,United States,Cattaraugus County
0,Minnesota,United States,Red Lake County
0,Virginia,United States,Carroll County
0,California,United States,Placer County
0,Ontario,Canada,Thunder Bay District
0,Quebec,Canada,Chaudière-Appalaches
0,Indiana,United States,Elkhart County
0,West Virginia,United States,Preston County
0,Washington,United States,Okanogan County
0,Washington,United States,Stevens County
0,Colorado,United States,Routt County
0,Provence-Alpes-Côte d'Azur,France,Hautes-Alpes
0,New Jersey,United States,Morris County
0,Wisconsin,United States,St. Croix County
0,Illinois,United States,Carroll County
0,Scotland,United Kingdom,Aberdeenshire
0,England,United Kingdom,Greater Manchester
0,California,United States,Modoc County
0,Fribourg,Switzerland,Veveyse District
0,California,United States,Lassen County
0,New York,United States,Otsego County
0,Lombardy,Italy,Province of Brescia
0,Wisconsin,United States,Marathon County
0,California,United States,Plumas County
0,Wisconsin,United States,Jefferson County
0,New York,United States,Sullivan County
0,Wyoming,United States,Park County
0,Washington,United States,Snohomish County
0,Wisconsin,United States,Forest County
0,New York,United States,Putnam County
0,Michigan,United States,Oscoda County
0,New York,United States,Orange County
0,New York,United States,Ontario County
0,New Hampshire,United States,Hillsborough County
0,Žilina Region,Slovakia,Žilina District
0,Wisconsin,United States,Door County
0,California,United States,Tulare County
0,California,United States,Mono County
0,Valais,Switzerland,Entremont District
0,Vermont,United States,Bennington County
0,New York,United States,Madison County
0,Colorado,United States,Summit County
0,Missouri,United States,Iron County
0,Idaho,United States,Benewah County
0,Minnesota,United States,Itasca County
0,Oregon,United States,Wallowa County
0,Massachusetts,United States,Berkshire County
0,Colorado,United States,Grand County
0,Quebec,Canada,Laurentides
0,Capital Region of Denmark,Denmark,Høje-Taastrup Municipality
0,Colorado,United States,Weld County
0,Idaho,United States,Bingham County
0,New York,United States,Herkimer County
0,Wisconsin,United States,Dunn County
0,Massachusetts,United States,Middlesex County
0,Tuscany,Italy,Province of Pistoia
0,North Dakota,United States,Ward County
0,New Hampshire,United States,Carroll County
0,New Hampshire,United States,Sullivan County
0,New York,United States,Ulster County
0,Quebec,Canada,Laurentides
0,Massachusetts,United States,Hampshire County
0,Pennsylvania,United States,Sullivan County
0,Pennsylvania,United States,Pike County
0,New Hampshire,United States,Belknap County
0,Michigan,United States,Montmorency County
0,Connecticut,United States,Windham County
0,Colorado,United States,Montezuma County
0,Colorado,United States,Eagle County
0,Colorado,United States,Jefferson County
0,South Dakota,United States,Grant County
0,New York,United States,Ulster County
0,Pennsylvania,United States,Juniata County
0,New Hampshire,United States,Carroll County
0,Ontario,Canada,Kawartha Lakes
0,New York,United States,Essex County
0,Alaska,United States,Petersburg Borough
0,Indiana,United States,St. Joseph County
0,Minnesota,United States,Dakota County
0,Minnesota,United States,Hennepin County
0,Minnesota,United States,Hennepin County
0,Minnesota,United States,Lake County
0,Vermont,United States,Washington County
0,Vermont,United States,Bennington County
0,West Virginia,United States,Monongalia County
0,New York,United States,Rensselaer County
0,New Hampshire,United States,Carroll County
0,Pennsylvania,United States,Monroe County
0,New York,United States,Orange County
0,Minnesota,United States,Olmsted County
0,Wisconsin,United States,Oconto County
0,Pennsylvania,United States,Warren County
0,Michigan,United States,Livingston County
0,North Carolina,United States,Watauga County
0,New Hampshire,United States,Belknap County
0,Iowa,United States,Bremer County
0,New York,United States,Essex County
0,Wisconsin,United States,Iowa County
0,Pennsylvania,United States,Centre County
0,Pennsylvania,United States,Berks County
0,New York,United States,Suffolk County
0,Žilina Region,Slovakia,Tvrdošín District
0,Minnesota,United States,St. Louis County
0,Minnesota,United States,Itasca County
0,New Mexico,United States,Taos County
0,Alberta,Canada,Woodlands County
0,Grisons,Switzerland,Prättigau/Davos District
0,Alytus County,Lithuania,Druskininkai Municipality
0,Wales,United Kingdom,Conwy Principal Area
0,Minnesota,United States,Otter Tail County
0,Wales,United Kingdom,Torfaen Principal Area
0,Wales,United Kingdom,Conwy Principal Area
0,Wales,United Kingdom,Carmarthenshire
0,Minnesota,United States,Wright County
0,Auvergne-Rhône-Alpes,France,Savoie
0,Washington,United States,Pierce County
0,Minnesota,United States,Otter Tail County
0,England,United Kingdom,Greater London
0,Auvergne-Rhône-Alpes,France,Savoie
0,Auvergne-Rhône-Alpes,France,Savoie
0,Auvergne-Rhône-Alpes,France,Savoie
0,Community of Madrid,Spain,Madrid
0,Scotland,United Kingdom,South Lanarkshire
0,Baden-Württemberg,Germany,Freiburg
0,County Dublin,Ireland,Dun Laoghaire-Rathdown
0,England,United Kingdom,South Yorkshire
0,England,United Kingdom,West Midlands
0,Wyoming,United States,Albany County
0,Montana,United States,Deer Lodge County
0,Wallonia,Belgium,Liege
0,Scotland,United Kingdom,Highland Council
0,Scotland,United Kingdom,Highland Council
0,Scotland,United Kingdom,Falkirk
0,Scotland,United Kingdom,Aberdeenshire
0,Scotland,United Kingdom,Aberdeen City
0,England,United Kingdom,East Sussex
0,Piedmont,Italy,Metropolitan City of Turin
0,Piedmont,Italy,Province of Alessandria
0,Bavaria,Germany,Lower Bavaria
0,Baden-Württemberg,Germany,Freiburg
0,Utah,United States,Summit County
0,Scotland,United Kingdom,Clackmannanshire
0,Scotland,United Kingdom,East Dunbartonshire Council
0,New York,United States,Allegany County
0,Lombardy,Italy,Province of Pavia
0,Emilia-Romagna,Italy,Province of Reggio Emilia
0,Tuscany,Italy,Province of Lucca
0,Tuscany,Italy,Province of Lucca
0,Emilia-Romagna,Italy,Province of Forlì-Cesena
0,Colorado,United States,Routt County
0,Provence-Alpes-Côte d'Azur,France,Hautes-Alpes
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,California,United States,Calaveras County
0,Piedmont,Italy,Province of Cuneo
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Abruzzo,Italy,Province of Teramo
0,Provence-Alpes-Côte d'Azur,France,Alpes-Maritimes
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Scotland,United Kingdom,Perth and Kinross
0,Abruzzo,Italy,Province of L'Aquila
0,Abruzzo,Italy,Province of L'Aquila
0,Michigan,United States,Clare County
0,Pennsylvania,United States,Franklin County
0,Michigan,United States,Otsego County
0,Maine,United States,Cumberland County
0,England,United Kingdom,Bristol City
0,Scotland,United Kingdom,Aberdeenshire
0,Scotland,United Kingdom,Aberdeenshire
0,Michigan,United States,Alcona County
0,Pennsylvania,United States,Monroe County
0,Pennsylvania,United States,Pike County
0,Pennsylvania,United States,Monroe County
0,New Jersey,United States,Mercer County
0,New Jersey,United States,Somerset County
0,Colorado,United States,Custer County
0,Minnesota,United States,Brown County
0,Pennsylvania,United States,Monroe County
0,New York,United States,Ulster County
0,Rhode Island,United States,Providence County
0,Illinois,United States,Cook County
0,Pennsylvania,United States,Monroe County
0,Pennsylvania,United States,Pike County
0,North Carolina,United States,Macon County
0,New York,United States,Ulster County
0,Michigan,United States,Barry County
0,Michigan,United States,Montcalm County
0,Illinois,United States,Lake County
0,New York,United States,Lewis County
0,Pennsylvania,United States,Chester County
0,New Mexico,United States,Colfax County
0,Idaho,United States,Latah County
0,Idaho,United States,Fremont County
0,California,United States,Tulare County
0,Ohio,United States,Hocking County
0,Colorado,United States,Custer County
0,England,United Kingdom,Stoke-on-Trent
0,England,United Kingdom,Staffordshire
0,Northwest Territories,Canada,Fort Smith Region
0,New York,United States,Warren County
0,New York,United States,Otsego County
0,New York,United States,St. Lawrence County
0,New York,United States,Onondaga County
0,New York,United States,Warren County
0,Vermont,United States,Chittenden County
0,Iowa,United States,Cherokee County
0,England,United Kingdom,West Yorkshire
0,England,United Kingdom,West Yorkshire
0,Manitoba,Canada,Dufferin
0,New York,United States,Ulster County
0,Idaho,United States,Washington County
0,Idaho,United States,Fremont County
0,Minnesota,United States,Hennepin County
0,Michigan,United States,Marquette County
0,Michigan,United States,Iron County
0,Michigan,United States,Luce County
0,California,United States,Humboldt County
0,Oregon,United States,Grant County
0,Connecticut,United States,Litchfield County
0,Minnesota,United States,Hennepin County
0,Minnesota,United States,Pope County
0,Pennsylvania,United States,Wayne County
0,Pennsylvania,United States,Monroe County
0,New York,United States,Essex County
0,Michigan,United States,Alger County
0,Missouri,United States,Adair County
0,Michigan,United States,Mackinac County
0,Michigan,United States,Iron County
0,England,United Kingdom,Middlesbrough
0,Auvergne-Rhône-Alpes,France,Ardèche
0,Auvergne-Rhône-Alpes,France,Ardèche
0,Auvergne-Rhône-Alpes,France,Ardèche
0,North Rhine-Westphalia,Germany,Cologne
0,Provence-Alpes-Côte d'Azur,France,Var
0,Idaho,United States,Bannock County
0,Montana,United States,Silver Bow County
0,Quebec,Canada,Centre-du-Québec
0,Quebec,Canada,Estrie
0,Quebec,Canada,Lanaudière
0,Quebec,Canada,Laurentides
0,Wyoming,United States,Lincoln County
0,Wyoming,United States,Crook County
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Isere
0,Montana,United States,Deer Lodge County
0,Neuchâtel,Switzerland,
0,Neuchâtel,Switzerland,
0,Canton of Bern,Switzerland,Courtelary
0,Bourgogne-Franche-Comté,France,Doubs
0,Canton of Bern,Switzerland,Courtelary
0,Solothurn,Switzerland,Lebern District
0,Basel-Landschaft,Switzerland,Waldenburg District
0,Wisconsin,United States,Iron County
0,Canton of Bern,Switzerland,Emmental District
0,Canton of Bern,Switzerland,Interlaken-Oberhasli District
0,New Hampshire,United States,Grafton County
0,Obwalden,Switzerland,Obwalden
0,Hokkaido,Japan,Abashiri District
0,Maine,United States,Aroostook County
0,Hokkaido,Japan,Iwanai District
0,Illinois,United States,Winnebago County
0,Minnesota,United States,Otter Tail County
0,Pennsylvania,United States,Cambria County
0,Hiroshima,Japan,
0,Pennsylvania,United States,Sullivan County
0,Pennsylvania,United States,Sullivan County
0,Leningrad Oblast,Russia,Lomonosovsky District
0,Leningrad Oblast,Russia,Vsevolozhsky District
0,Pskov Oblast,Russia,Pechorsky District
0,Udmurt Republic,Russia,Sarapul'skiy Rayon
0,Carinthia,Austria,Spittal an der Drau District
0,Ingushetia,Russia,Dzheyrakhsky District
0,Tochigi,Japan,
0,Tochigi,Japan,
0,Murmansk Oblast,Russia,Gorod Murmansk
0,Murmansk Oblast,Russia,Gorod Apatity
0,Moscow Oblast,Russia,Ramensky District
0,Moscow,Russia,Moscow
0,Moscow Oblast,Russia,Dmitrovsky District
0,Moscow,Russia,Moscow
0,Valais,Switzerland,Goms District
0,Valais,Switzerland,Raron District
0,Jura,Switzerland,Franches-Montagnes District
0,Auvergne-Rhône-Alpes,France,Ain
0,Auvergne-Rhône-Alpes,France,Ain
0,Provence-Alpes-Côte d'Azur,France,Alpes-de-Haute-Provence
0,Gunma,Japan,
0,Gunma,Japan,Agatsuma District
0,Hyogo,Japan,
0,Moscow,Russia,Moscow
0,Moscow,Russia,Moscow
0,Moscow Oblast,Russia,Balashikha
0,Moscow Oblast,Russia,Sergiyevo-Posadsky District
0,Moscow Oblast,Russia,Dmitrovsky District
0,Moscow Oblast,Russia,Dmitrovsky District
0,Moscow Oblast,Russia,Dmitrovsky District
0,Moscow Oblast,Russia,Dmitrovsky District
0,Primorsky Krai,Russia,Yakovlevsky District
0,Kamchatka Krai,Russia,Yelizovsky District
0,Sakhalin Oblast,Russia,Gorod Yuzhno-Sakhalinsk
0,Primorsky Krai,Russia,Vladivostok Urban Okrug
0,Kamchatka Krai,Russia,Gorod Petropavlovsk-Kamchatskiy
0,Primorsky Krai,Russia,Pozharsky District
0,Kamchatka Krai,Russia,Gorod Petropavlovsk-Kamchatskiy
0,Hyogo,Japan,
0,Hyogo,Japan,
0,Hyogo,Japan,
0,Primorsky Krai,Russia,Vladivostok Urban Okrug
0,Arkhangelsk Oblast,Russia,Ustyansky District
0,Arkhangelsk Oblast,Russia,Novodvinsk
0,Republic of Karelia,Russia,Prionezhsky District
0,Altai Krai,Russia,Barnaul Urban District
0,Altai Krai,Russia,Altaysky District
0,Altai Krai,Russia,Smolensky District
0,Kemerovo Oblast,Russia,Tisulsky District
0,Irkutsk Oblast,Russia,Kazachinsko-Lensky District
0,Irkutsk Oblast,Russia,Slyudyansky District
0,Kemerovo Oblast,Russia,Gorod Gur'yevsk
0,Republic of Khakassia,Russia,Beyskiy Rayon
0,Krasnoyarsk Krai,Russia,Beryozovsky District
0,Krasnoyarsk Krai,Russia,Yermakovsky District
0,Irkutsk Oblast,Russia,Irkutsky District
0,Altai Republic,Russia,Mayminsky District
0,Novosibirsk Oblast,Russia,Iskitimsky District
0,Kemerovo Oblast,Russia,Promyshlennovsky District
0,Khanty-Mansi Autonomous Okrug,Russia,Nizhnevartovsky District
0,Novosibirsk Oblast,Russia,Maslyaninsky District
0,Khyber Pakhtunkhwa,Pakistan,Abbottabad
0,Nagano,Japan,Shimotakai District
0,Nagano,Japan,Kitaazumi District
0,Kemerovo Oblast,Russia,Gorod Tashtagol
0,Chelyabinsk Oblast,Russia,Kaslinsky District
0,Sverdlovsk Oblast,Russia,Gorod Pervoural'sk
0,Sverdlovsk Oblast,Russia,Prigorodnyy Rayon
0,Perm Krai,Russia,Permskiy Rayon
0,Perm Krai,Russia,Bardymskiy Rayon
0,Chelyabinsk Oblast,Russia,Ashinsky District
0,Republic of Bashkortostan,Russia,Ufimsky District
0,Sverdlovsk Oblast,Russia,Gorod Kirovgrad
0,Sverdlovsk Oblast,Russia,Gorod Berezovskiy
0,Perm Krai,Russia,Gubakha Urban Okrug
0,Orenburg Oblast,Russia,Kuvandyksky District
0,Chelyabinsk Oblast,Russia,Kusinsky District
0,Perm Krai,Russia,Permskiy Rayon
0,Sverdlovsk Oblast,Russia,Gorod Verkhnyaya Pyshma
0,Khanty-Mansi Autonomous Okrug,Russia,Surgutsky District
0,Republic of Bashkortostan,Russia,Nurimanovsky District
0,Republic of Bashkortostan,Russia,Ishimbaysky
0,Chelyabinsk Oblast,Russia,Ashinsky District
0,Republic of Bashkortostan,Russia,Beloretsky District
0,Republic of Bashkortostan,Russia,Ufimsky District
0,Perm Krai,Russia,Dobryanskiy Rayon
0,Sverdlovsk Oblast,Russia,Nev'yanskiy Rayon
0,Perm Krai,Russia,Chusovskoy Rayon
0,Sverdlovsk Oblast,Russia,Gorod Yekaterinburg
0,Republic of Bashkortostan,Russia,Tuymazinsky District
0,Udmurt Republic,Russia,Zavyalovsky District
0,Saratov Oblast,Russia,Gorod Vol'sk
0,Lipetsk Oblast,Russia,Lipetsky District
0,Vladimir Oblast,Russia,Kovrovsky District
0,Lipetsk Oblast,Russia,Gorod Lipetsk
0,Kaluga Oblast,Russia,Gorod Kaluga
0,Samara Oblast,Russia,Gorod Samara
0,Republic of Tatarstan,Russia,Verkhneuslonsky District
0,Komi Republic,Russia,Syktyvdinsky District
0,Perm Krai,Russia,Permskiy Rayon
0,Oryol Oblast,Russia,Orlovsky District
0,Yaroslavl Oblast,Russia,Tutayevsky District
0,Nizhny Novgorod Oblast,Russia,Bogorodsky District
0,Vladimir Oblast,Russia,Gorokhovetsky District
0,Samara Oblast,Russia,Gorod Tol'yatti
0,Nizhny Novgorod Oblast,Russia,Bogorodsky District
0,Saratov Oblast,Russia,Gorod Khvalynsk
0,Yaroslavl Oblast,Russia,Yaroslavsky District
0,Republic of Tatarstan,Russia,Almetyevsky District
0,Shizuoka,Japan,
0,Toyama,Japan,
0,Toyama,Japan,
0,Aomori,Japan,
0,Aomori,Japan,
0,Aomori,Japan,
0,Aomori,Japan,Sannohe District
0,Aomori,Japan,
